Age,Gender,Stream,Internships,CGPA,HistoryOfBacklogs,PlacedOrNot,CodingSkills,Aptitude Skills,TechnicalSkills,Communication Skills
23,Male,Computer Science,1,7,0,0,6,36,36,31
21,Female,Information Technology,1,8,0,1,7,35,32,28
21,Male,Mechanical,0,6,0,0,8,32,24,24
20,Male,Civil,0,8,0,1,9,31,35,26
23,Female,Computer Science,0,7,1,0,10,27,28,28
21,Male,Electronics And Communication,0,8,1,1,11,26,27,27
24,Male,Electronics And Communication,1,7,0,0,12,26,26,29
21,Male,Electronics And Communication,1,6,0,0,26,25,21,27
21,Male,Electrical,0,8,0,1,36,21,25,25
22,Male,Computer Science,0,6,1,0,24,14,12,21
20,Male,Computer Science,2,7,0,0,14,14,21,21
21,Male,Computer Science,0,7,0,1,12,12,21,24
20,Male,Information Technology,0,6,0,0,26,17,23,21
23,Male,Information Technology,0,8,0,1,36,16,10,23
22,Male,Computer Science,0,7,0,0,41,15,14,25
21,Male,Information Technology,0,8,0,1,21,14,11,20
21,Male,Mechanical,0,6,0,1,28,13,12,21
24,Male,Information Technology,0,8,0,1,35,12,13,24
23,Male,Electronics And Communication,1,6,0,0,31,11,14,26
22,Male,Computer Science,0,7,0,1,31,9,15,25
20,Male,Mechanical,0,6,1,0,32,8,16,24
24,Male,Mechanical,0,7,0,1,11,7,11,24
21,Male,Information Technology,0,8,1,1,32,9,10,21
23,Male,Computer Science,2,7,1,1,25,19,9,23
23,Male,Mechanical,1,7,0,1,26,17,8,20
23,Male,Civil,0,8,0,1,36,14,7,10
22,Male,Electronics And Communication,1,7,0,0,39,16,6,20
24,Male,Mechanical,1,8,0,1,40,12,5,10
21,Female,Computer Science,0,8,1,1,45,14,4,20
22,Male,Computer Science,0,6,1,0,47,15,2,21
22,Male,Electronics And Communication,0,6,0,1,42,12,1,24
23,Male,Electrical,0,6,0,0,47,14,5,22
20,Male,Computer Science,1,7,0,1,48,19,6,21
22,Male,Computer Science,1,8,0,1,49,17,4,16
20,Male,Electronics And Communication,0,8,0,1,89,14,8,15
23,Male,Computer Science,1,7,0,0,85,32,31,11
21,Male,Information Technology,1,7,0,1,84,31,32,24
24,Male,Civil,0,8,0,1,74,32,24,26
21,Male,Information Technology,0,8,0,1,85,34,25,25
21,Male,Electrical,2,6,1,1,86,39,29,24
20,Female,Information Technology,0,6,0,0,89,36,26,29
23,Male,Computer Science,1,6,0,0,52,35,27,28
20,Male,Civil,2,5,0,0,58,30,31,27
21,Male,Mechanical,1,5,0,0,59,47,25,24
23,Female,Information Technology,1,6,0,0,66,42,24,26
24,Female,Electronics And Communication,0,5,0,0,62,41,22,25
22,Male,Civil,1,6,0,0,64,45,20,25
24,Male,Computer Science,1,5,0,0,55,52,66,21
23,Female,Computer Science,0,5,1,0,56,54,65,24
23,Male,Information Technology,0,5,1,0,76,58,62,54
23,Male,Information Technology,0,5,0,0,87,59,78,53
22,Male,Civil,2,6,0,0,98,59,74,50
24,Male,Information Technology,0,6,0,1,89,53,70,52
22,Male,Civil,0,6,0,1,67,54,64,51
24,Male,Computer Science,1,6,0,1,65,57,61,56
20,Male,Computer Science,1,5,0,0,87,59,68,54
20,Male,Computer Science,2,5,0,0,78,58,62,59
24,Male,Mechanical,0,5,1,0,85,52,68,58
24,Male,Civil,0,5,0,0,89,65,62,54
21,Male,Information Technology,0,5,0,0,80,64,61,55
23,Male,Electrical,1,6,1,0,95,85,90,52
21,Female,Computer Science,0,7,0,1,95,90,85,30
23,Female,Computer Science,1,7,0,1,90,85,90,35
20,Male,Civil,1,6,0,1,70,90,90,45
24,Female,Information Technology,1,7,0,0,50,85,80,20
24,Female,Mechanical,1,7,0,1,60,75,80,75
20,Male,Civil,0,7,1,0,90,79,80,78
23,Male,Electronics And Communication,0,6,1,0,70,65,70,78
24,Male,Mechanical,0,8,0,1,94,75,74,75
20,Male,Mechanical,0,8,1,1,55,91,85,60
23,Male,Information Technology,0,7,1,0,88,82,69,71
22,Female,Information Technology,0,8,0,1,45,97,91,85
24,Male,Electronics And Communication,0,7,0,0,49,89,65,93
23,Male,Information Technology,0,7,0,0,51,90,80,80
21,Male,Information Technology,0,7,0,1,65,72,72,86
23,Male,Computer Science,1,8,0,1,85,70,65,68
21,Female,Electronics And Communication,1,7,0,0,40,74,60,55
24,Male,Information Technology,1,7,0,1,90,70,60,55
24,Female,Electronics And Communication,0,8,0,1,55,70,65,55
22,Male,Information Technology,2,7,0,0,60,70,70,60
21,Female,Electronics And Communication,0,7,0,0,78,60,65,70
23,Male,Electronics And Communication,2,8,0,1,84,40,60,40
22,Male,Information Technology,0,7,0,1,74,55,45,45
24,Male,Civil,0,8,0,1,58,80,87,47
20,Male,Mechanical,1,8,0,1,52,82,80,74
22,Male,Computer Science,1,8,0,1,67,78,82,77
21,Male,Civil,0,8,0,1,47,80,78,86
20,Male,Information Technology,1,7,0,1,63,39,47,70
21,Male,Civil,0,8,0,1,53,64,62,48
22,Male,Computer Science,1,8,1,1,52,42,46,60
24,Male,Computer Science,1,7,0,0,80,64,62,47
21,Male,Civil,0,7,0,1,74,54,52,67
23,Male,Information Technology,1,8,0,1,58,56,54,59
21,Male,Electrical,0,6,0,1,64,80,74,56
20,Male,Mechanical,1,7,1,0,74,78,79,89
24,Male,Information Technology,1,8,0,1,20,54,54,80
20,Female,Computer Science,2,7,1,0,25,68,65,57
23,Female,Electronics And Communication,0,6,0,0,25,75,76,64
22,Male,Civil,0,6,0,0,24,24,30,74
22,Male,Computer Science,3,8,0,1,21,20,40,74
23,Male,Mechanical,1,8,0,1,21,26,27,40
23,Male,Information Technology,0,7,1,1,26,26,31,60
23,Male,Electrical,0,8,0,1,31,20,18,76
20,Male,Civil,0,8,0,1,34,31,21,25
24,Male,Mechanical,0,6,1,1,25,21,28,27
20,Female,Electronics And Communication,0,8,0,1,17,29,31,24
22,Male,Electronics And Communication,1,8,0,1,18,26,36,28
20,Male,Civil,2,6,0,1,19,21,21,26
23,Male,Electrical,0,7,0,1,20,21,21,23
21,Male,Civil,0,7,0,0,21,25,17,25
24,Male,Mechanical,0,6,0,1,25,26,14,26
21,Male,Mechanical,0,8,1,1,26,23,14,31
22,Male,Information Technology,1,7,0,1,23,24,18,32
24,Male,Information Technology,0,6,0,1,24,28,19,36
20,Male,Electrical,0,7,0,0,21,29,16,39
24,Male,Mechanical,1,8,1,1,26,32,17,34
22,Male,Mechanical,0,8,0,1,24,31,14,37
23,Male,Information Technology,2,7,0,1,23,34,17,32
21,Female,Information Technology,0,6,0,0,26,36,16,50
22,Male,Electronics And Communication,1,8,0,1,12,12,19,51
21,Male,Computer Science,0,6,1,1,21,21,18,41
23,Female,Computer Science,1,7,0,0,32,25,17,12
21,Male,Mechanical,0,7,0,0,25,27,35,19
21,Male,Electronics And Communication,0,7,1,0,24,36,36,31
20,Male,Information Technology,1,8,0,1,26,35,32,28
21,Male,Information Technology,1,8,0,1,24,32,24,24
22,Male,Computer Science,0,6,1,0,21,31,35,26
24,Male,Computer Science,1,8,0,1,23,27,28,28
20,Male,Electronics And Communication,0,7,0,0,29,26,27,27
21,Male,Information Technology,1,6,0,0,10,26,26,29
21,Male,Computer Science,0,6,1,0,12,25,21,27
21,Male,Electronics And Communication,0,8,1,1,10,21,25,25
21,Female,Computer Science,1,8,1,1,5,14,12,21
21,Female,Electronics And Communication,0,8,0,1,6,14,21,21
23,Female,Electronics And Communication,0,8,0,1,7,12,21,24
21,Male,Civil,0,6,1,0,8,17,23,21
24,Female,Electronics And Communication,0,8,0,1,9,16,10,23
23,Female,Mechanical,1,6,0,0,10,15,14,25
23,Male,Electrical,0,8,0,1,11,14,11,20
23,Male,Computer Science,1,8,0,1,12,13,12,21
22,Male,Information Technology,1,8,1,1,26,12,13,24
21,Male,Mechanical,0,6,0,0,36,11,14,26
24,Male,Information Technology,0,6,0,1,24,9,15,25
24,Male,Electronics And Communication,1,6,1,1,14,8,16,24
22,Male,Electronics And Communication,1,8,1,1,12,7,11,24
20,Male,Mechanical,0,6,0,0,26,9,10,21
20,Male,Computer Science,0,8,0,1,36,19,9,23
21,Male,Electrical,0,6,0,0,41,17,8,20
22,Male,Information Technology,0,6,0,0,21,14,7,10
24,Female,Electronics And Communication,0,6,0,1,28,16,6,20
21,Male,Information Technology,0,7,0,0,35,12,5,10
24,Female,Computer Science,1,7,0,1,31,14,4,20
22,Male,Information Technology,0,6,0,0,31,15,2,21
24,Male,Information Technology,2,8,0,1,32,12,1,24
22,Male,Information Technology,1,6,0,0,11,14,5,22
21,Male,Civil,0,7,1,0,32,19,6,21
20,Male,Mechanical,0,7,0,0,25,17,4,16
22,Male,Computer Science,0,6,0,0,26,14,8,15
21,Male,Computer Science,0,6,0,0,36,32,31,11
22,Male,Electronics And Communication,0,7,0,0,39,31,32,24
23,Male,Electronics And Communication,0,6,0,0,40,32,24,26
23,Female,Information Technology,1,5,0,0,45,34,25,25
22,Female,Computer Science,1,5,0,0,47,39,29,24
20,Female,Computer Science,0,5,1,0,42,36,26,29
20,Male,Mechanical,0,5,0,0,47,35,27,28
24,Female,Computer Science,2,5,0,0,48,30,31,27
24,Male,Electronics And Communication,0,6,0,1,49,47,25,24
22,Male,Information Technology,1,6,0,0,89,42,24,26
23,Female,Electronics And Communication,0,5,0,0,85,41,22,25
22,Male,Mechanical,1,6,0,0,84,45,20,25
21,Female,Mechanical,1,5,0,0,74,52,66,21
22,Male,Mechanical,1,5,0,0,85,54,65,24
24,Male,Information Technology,1,6,1,1,86,58,62,54
23,Male,Mechanical,0,5,1,0,89,59,78,53
23,Female,Civil,1,5,0,0,52,59,74,50
22,Male,Electrical,0,5,0,0,58,53,70,52
20,Male,Computer Science,1,5,0,0,59,54,64,51
23,Male,Computer Science,1,5,0,0,66,57,61,56
23,Male,Civil,0,5,0,0,62,59,68,54
21,Female,Information Technology,0,6,0,0,64,58,62,59
24,Male,Civil,0,6,0,1,55,52,68,58
23,Male,Computer Science,0,6,0,1,56,65,62,54
24,Male,Information Technology,1,6,0,1,76,64,61,55
22,Male,Information Technology,1,5,0,0,87,85,90,52
22,Male,Electrical,1,6,1,0,98,90,85,30
21,Male,Information Technology,0,5,0,0,89,85,90,35
21,Male,Electronics And Communication,0,6,0,0,67,90,90,45
20,Male,Computer Science,0,5,0,0,65,85,80,20
22,Male,Information Technology,0,6,0,0,87,75,80,75
23,Female,Mechanical,1,5,0,0,78,79,80,78
22,Male,Computer Science,2,6,0,1,85,65,70,78
23,Male,Civil,1,6,1,0,89,75,74,75
22,Male,Electrical,2,6,0,1,80,91,85,60
21,Male,Mechanical,0,5,1,0,95,82,69,71
21,Male,Electrical,0,6,0,0,95,97,91,85
20,Male,Mechanical,1,5,0,0,90,89,65,93
24,Male,Information Technology,0,6,0,1,70,90,80,80
23,Male,Mechanical,0,5,0,0,50,72,72,86
21,Male,Civil,0,5,1,0,60,70,65,68
21,Male,Computer Science,1,6,1,0,90,74,60,55
20,Male,Information Technology,0,6,0,0,70,70,60,55
21,Male,Computer Science,2,5,0,0,94,70,65,55
23,Male,Computer Science,3,6,0,1,55,70,70,60
21,Male,Electronics And Communication,1,5,0,0,88,60,65,70
22,Male,Electrical,1,6,1,0,45,40,60,40
20,Male,Civil,0,6,1,0,49,55,45,45
24,Male,Information Technology,0,6,0,1,51,80,87,47
24,Male,Electronics And Communication,1,6,1,1,65,82,80,74
22,Male,Mechanical,0,6,0,0,85,78,82,77
22,Male,Information Technology,0,6,0,0,40,80,78,86
23,Male,Civil,1,6,1,0,90,39,47,70
22,Male,Computer Science,0,6,0,0,55,64,62,48
24,Male,Mechanical,0,6,0,1,60,42,46,60
20,Male,Mechanical,0,6,1,0,78,64,62,47
24,Male,Civil,1,6,0,1,84,54,52,67
21,Male,Mechanical,1,5,0,0,74,56,54,59
23,Male,Computer Science,0,5,1,0,58,80,74,56
23,Female,Computer Science,1,5,0,0,52,78,79,89
23,Male,Computer Science,1,6,0,0,67,54,54,80
21,Male,Computer Science,1,6,0,0,47,68,65,57
22,Male,Civil,0,5,0,0,63,75,76,64
21,Male,Electronics And Communication,0,6,0,0,53,24,30,74
22,Male,Electrical,1,6,1,0,52,20,40,74
22,Male,Information Technology,0,5,0,0,80,26,27,40
23,Male,Civil,1,6,0,0,74,26,31,60
23,Male,Civil,0,6,1,0,58,20,18,76
21,Male,Electrical,0,6,1,0,64,31,21,25
21,Male,Computer Science,0,6,1,0,74,21,28,27
23,Female,Computer Science,1,8,0,1,20,29,31,24
20,Male,Computer Science,3,7,1,0,25,26,36,28
21,Male,Electronics And Communication,2,7,0,1,25,21,21,26
21,Female,Computer Science,0,7,0,0,24,21,21,23
23,Male,Computer Science,1,7,0,0,21,25,17,25
20,Male,Computer Science,1,6,0,0,21,26,14,26
21,Male,Information Technology,1,6,0,0,26,23,14,31
20,Male,Information Technology,0,8,0,1,31,24,18,32
22,Female,Information Technology,1,6,0,0,34,28,19,36
21,Female,Information Technology,1,6,0,0,25,29,16,39
24,Male,Information Technology,0,7,0,0,17,32,17,34
20,Male,Computer Science,1,8,0,1,18,31,14,37
23,Male,Electrical,1,8,0,1,19,34,17,32
22,Female,Electronics And Communication,1,7,0,0,20,36,16,50
20,Male,Information Technology,1,6,0,0,21,12,19,51
20,Male,Civil,0,7,0,0,25,21,18,41
24,Male,Computer Science,2,6,0,1,26,25,17,12
22,Male,Civil,0,8,0,1,23,27,35,19
20,Female,Information Technology,1,6,0,0,24,36,36,31
21,Male,Civil,0,8,0,1,21,35,32,28
22,Male,Mechanical,0,8,0,1,26,32,24,24
22,Male,Information Technology,1,8,0,1,24,31,35,26
22,Female,Electronics And Communication,0,8,0,1,23,27,28,28
24,Male,Civil,1,7,0,0,26,26,27,27
22,Male,Information Technology,1,6,0,0,12,26,26,29
23,Male,Information Technology,0,7,0,0,21,25,21,27
23,Male,Electronics And Communication,1,6,1,0,32,21,25,25
22,Female,Information Technology,1,6,0,0,25,14,12,21
23,Male,Mechanical,1,6,0,0,24,14,21,21
24,Male,Information Technology,0,6,0,1,26,12,21,24
24,Male,Information Technology,0,8,0,1,24,17,23,21
22,Male,Computer Science,0,6,1,0,21,16,10,23
24,Male,Computer Science,1,6,0,1,23,15,14,25
21,Female,Computer Science,0,7,0,0,29,14,11,20
24,Male,Computer Science,0,7,0,1,10,13,12,21
21,Male,Mechanical,0,8,0,1,12,12,13,24
24,Male,Civil,0,6,0,1,10,11,14,26
24,Male,Information Technology,1,6,0,1,5,9,15,25
21,Male,Electrical,1,6,0,0,6,8,16,24
24,Male,Electronics And Communication,1,8,1,1,7,7,11,24
20,Male,Computer Science,0,6,0,0,8,9,10,21
20,Female,Mechanical,1,6,0,0,9,19,9,23
24,Male,Computer Science,0,6,0,1,10,17,8,20
21,Male,Computer Science,2,8,0,1,11,14,7,10
22,Male,Computer Science,1,8,0,1,12,16,6,20
23,Male,Electronics And Communication,0,7,0,0,26,12,5,10
21,Female,Information Technology,0,8,0,1,36,14,4,20
23,Male,Computer Science,1,6,0,0,24,15,2,21
23,Male,Civil,0,8,0,1,14,12,1,24
22,Male,Electronics And Communication,0,7,0,0,12,14,5,22
24,Male,Electronics And Communication,1,7,1,0,26,19,6,21
22,Male,Information Technology,0,6,0,0,36,17,4,16
24,Male,Civil,0,7,1,0,41,14,8,15
21,Male,Mechanical,0,8,1,1,21,32,31,11
22,Female,Electronics And Communication,1,6,1,0,28,31,32,24
22,Male,Civil,0,7,0,0,35,32,24,26
22,Male,Information Technology,1,6,0,0,31,34,25,25
24,Female,Electronics And Communication,1,7,1,1,31,39,29,24
24,Male,Computer Science,0,6,1,1,32,36,26,29
23,Female,Mechanical,1,7,0,0,11,35,27,28
22,Male,Electronics And Communication,1,8,0,1,32,30,31,27
20,Female,Mechanical,1,8,0,1,25,47,25,24
21,Male,Civil,0,7,0,0,26,42,24,26
20,Male,Mechanical,1,7,0,0,36,41,22,25
22,Male,Computer Science,0,7,0,0,39,45,20,25
21,Male,Computer Science,2,6,0,1,40,52,66,21
23,Male,Computer Science,1,8,0,1,45,54,65,24
20,Male,Electronics And Communication,1,8,1,1,47,58,62,54
22,Female,Computer Science,1,6,0,0,42,59,78,53
20,Male,Mechanical,0,8,0,1,47,59,74,50
21,Male,Electronics And Communication,0,7,0,0,48,53,70,52
22,Male,Electronics And Communication,0,8,0,1,49,54,64,51
21,Male,Mechanical,0,7,0,0,89,57,61,56
23,Male,Electronics And Communication,0,6,0,0,85,59,68,54
21,Male,Electrical,0,7,0,0,84,58,62,59
21,Male,Information Technology,1,6,0,0,74,52,68,58
20,Male,Mechanical,0,6,1,0,85,65,62,54
21,Male,Computer Science,1,6,0,0,86,64,61,55
24,Male,Mechanical,0,8,1,1,89,85,90,52
21,Male,Electrical,0,6,0,0,52,90,85,30
22,Male,Civil,0,7,0,0,58,85,90,35
24,Female,Information Technology,1,7,0,0,59,90,90,45
22,Male,Computer Science,1,6,0,0,66,85,80,20
21,Male,Information Technology,2,8,0,1,62,75,80,75
23,Male,Computer Science,2,8,0,1,64,79,80,78
24,Male,Information Technology,2,8,0,1,55,65,70,78
22,Male,Mechanical,0,8,0,1,56,75,74,75
21,Male,Computer Science,1,8,0,1,76,91,85,60
21,Female,Computer Science,0,7,1,0,87,82,69,71
23,Male,Computer Science,0,6,0,0,98,97,91,85
20,Male,Information Technology,0,7,1,0,89,89,65,93
23,Male,Computer Science,0,6,0,0,67,90,80,80
23,Male,Electrical,1,7,0,1,65,72,72,86
21,Female,Information Technology,1,6,0,0,87,70,65,68
21,Male,Information Technology,2,7,0,1,78,74,60,55
22,Male,Mechanical,1,7,1,0,85,70,60,55
24,Male,Mechanical,1,7,0,0,89,70,65,55
21,Male,Information Technology,1,7,0,0,80,70,70,60
21,Male,Civil,0,7,0,0,95,60,65,70
21,Female,Electronics And Communication,1,7,0,0,95,40,60,40
20,Male,Computer Science,0,7,0,0,90,55,45,45
24,Male,Computer Science,1,7,0,0,70,80,87,47
20,Male,Information Technology,0,6,0,0,50,82,80,74
20,Female,Electrical,1,7,1,1,60,78,82,77
20,Male,Information Technology,0,7,0,0,90,80,78,86
24,Male,Electrical,1,7,0,1,70,39,47,70
22,Male,Electronics And Communication,1,8,1,1,94,64,62,48
23,Female,Information Technology,0,7,0,0,55,42,46,60
20,Male,Electronics And Communication,2,7,0,1,88,64,62,47
22,Male,Computer Science,0,6,0,0,45,54,52,67
21,Male,Electronics And Communication,0,8,0,1,49,56,54,59
21,Male,Computer Science,0,6,0,0,51,80,74,56
22,Male,Information Technology,0,8,1,1,65,78,79,89
22,Male,Computer Science,0,6,0,0,85,54,54,80
22,Male,Mechanical,0,6,0,0,40,68,65,57
22,Male,Information Technology,2,6,0,1,90,75,76,64
21,Male,Information Technology,1,7,0,0,55,24,30,74
22,Female,Electrical,0,8,0,1,60,20,40,74
23,Female,Electrical,0,6,0,0,78,26,27,40
24,Male,Electronics And Communication,0,6,0,1,84,26,31,60
24,Male,Civil,1,6,0,1,74,20,18,76
21,Female,Electrical,1,8,1,1,58,31,21,25
22,Female,Mechanical,1,6,0,0,52,21,28,27
20,Male,Information Technology,2,8,0,1,67,29,31,24
23,Male,Information Technology,0,8,0,1,47,26,36,28
21,Female,Computer Science,1,6,0,0,63,21,21,26
21,Male,Computer Science,0,6,0,0,53,21,21,23
21,Male,Information Technology,1,8,0,1,52,25,17,25
23,Male,Mechanical,1,8,0,1,80,26,14,26
22,Male,Electronics And Communication,0,7,0,0,74,23,14,31
23,Male,Information Technology,0,7,0,0,58,24,18,32
23,Male,Information Technology,2,6,0,1,64,28,19,36
20,Male,Mechanical,0,8,0,1,74,29,16,39
20,Male,Information Technology,0,8,0,1,20,32,17,34
22,Male,Computer Science,2,8,1,1,25,31,14,37
22,Male,Information Technology,1,7,0,1,25,34,17,32
21,Male,Information Technology,0,7,0,1,24,36,16,50
20,Male,Computer Science,1,8,0,1,21,12,19,51
20,Male,Electrical,2,7,0,1,21,21,18,41
21,Male,Information Technology,0,7,0,0,26,25,17,12
19,Female,Information Technology,1,8,1,1,31,27,35,19
19,Male,Electrical,1,8,0,1,34,36,36,31
21,Male,Computer Science,1,7,0,1,25,35,32,28
19,Male,Computer Science,0,7,0,1,17,32,24,24
20,Female,Computer Science,0,8,0,1,18,31,35,26
19,Male,Electrical,0,8,0,1,19,27,28,28
21,Female,Civil,1,8,1,1,20,26,27,27
21,Female,Computer Science,1,8,0,1,21,26,26,29
22,Male,Information Technology,0,7,0,0,25,25,21,27
20,Male,Electronics And Communication,0,8,0,1,26,21,25,25
22,Male,Electronics And Communication,1,7,0,0,23,14,12,21
21,Male,Computer Science,0,8,0,1,24,14,21,21
22,Male,Computer Science,0,7,0,0,21,12,21,24
21,Male,Computer Science,1,8,0,1,26,17,23,21
20,Male,Information Technology,1,8,0,1,24,16,10,23
22,Female,Mechanical,1,8,0,1,23,15,14,25
22,Female,Computer Science,0,8,0,1,26,14,11,20
21,Male,Electrical,0,8,0,1,12,13,12,21
22,Male,Mechanical,0,8,0,1,21,12,13,24
22,Female,Computer Science,1,7,0,1,32,11,14,26
19,Male,Computer Science,1,7,1,1,25,9,15,25
22,Male,Computer Science,0,8,1,1,24,8,16,24
22,Male,Computer Science,3,7,0,0,26,7,11,24
21,Male,Information Technology,0,7,0,0,24,9,10,21
22,Male,Information Technology,0,7,0,0,21,19,9,23
21,Male,Civil,1,7,0,0,23,17,8,20
20,Female,Information Technology,1,8,0,1,29,14,7,10
19,Male,Information Technology,0,8,0,1,10,16,6,20
21,Male,Electronics And Communication,1,8,1,1,12,12,5,10
21,Male,Information Technology,2,7,1,0,10,14,4,20
19,Male,Computer Science,1,8,0,1,5,15,2,21
22,Female,Computer Science,1,8,1,1,6,12,1,24
21,Male,Computer Science,1,8,0,1,7,14,5,22
19,Male,Electrical,1,8,1,1,8,19,6,21
19,Female,Electronics And Communication,1,7,0,1,9,17,4,16
21,Male,Electrical,0,8,0,1,10,14,8,15
20,Male,Computer Science,0,7,1,0,11,32,31,11
20,Male,Computer Science,1,7,0,0,12,31,32,24
22,Male,Mechanical,3,7,1,0,26,32,24,26
22,Male,Electronics And Communication,0,7,0,0,36,34,25,25
20,Female,Information Technology,1,7,0,1,24,39,29,24
20,Male,Information Technology,0,7,1,1,14,36,26,29
22,Female,Computer Science,3,8,0,1,12,35,27,28
22,Male,Electronics And Communication,2,8,0,1,26,30,31,27
19,Female,Civil,1,8,0,1,36,47,25,24
22,Male,Electronics And Communication,1,8,1,1,41,42,24,26
22,Male,Information Technology,0,8,1,1,21,41,22,25
20,Male,Mechanical,1,8,0,1,28,45,20,25
20,Male,Information Technology,1,8,1,1,35,52,66,21
20,Male,Mechanical,1,7,1,0,31,54,65,24
22,Female,Computer Science,1,7,0,0,31,58,62,54
20,Male,Computer Science,1,8,0,1,32,59,78,53
19,Male,Civil,1,7,0,0,11,59,74,50
21,Male,Civil,0,7,0,0,32,53,70,52
19,Male,Computer Science,2,7,0,1,25,54,64,51
22,Male,Electrical,0,7,0,0,26,57,61,56
19,Male,Electronics And Communication,0,8,0,1,36,59,68,54
19,Male,Civil,0,7,0,0,39,58,62,59
21,Male,Information Technology,0,8,0,1,40,52,68,58
19,Male,Civil,0,8,1,1,45,65,62,54
22,Male,Computer Science,1,8,0,1,47,64,61,55
20,Male,Computer Science,1,7,0,0,42,85,90,52
22,Male,Computer Science,0,7,0,0,47,90,85,30
21,Male,Information Technology,1,8,0,1,48,85,90,35
20,Male,Information Technology,1,8,0,1,49,90,90,45
19,Male,Mechanical,1,8,0,1,89,85,80,20
20,Male,Civil,1,8,0,1,85,75,80,75
21,Male,Computer Science,0,7,0,0,84,79,80,78
22,Male,Information Technology,0,8,0,1,74,65,70,78
20,Female,Computer Science,1,8,0,1,85,75,74,75
19,Male,Information Technology,1,7,0,0,86,91,85,60
21,Male,Computer Science,1,8,0,1,89,82,69,71
20,Male,Electronics And Communication,0,8,0,1,52,97,91,85
21,Male,Computer Science,1,8,0,1,58,89,65,93
20,Male,Mechanical,0,8,1,1,59,90,80,80
21,Male,Electrical,0,7,0,0,66,72,72,86
20,Male,Computer Science,2,8,0,1,62,70,65,68
21,Male,Computer Science,1,7,1,0,64,74,60,55
22,Male,Computer Science,0,8,0,1,55,70,60,55
19,Male,Electronics And Communication,0,8,0,1,56,70,65,55
19,Male,Civil,0,7,0,0,76,70,70,60
21,Male,Information Technology,0,7,0,0,87,60,65,70
21,Male,Mechanical,1,8,0,1,98,40,60,40
19,Male,Computer Science,0,8,0,1,89,55,45,45
22,Male,Computer Science,2,7,0,0,67,80,87,47
20,Male,Computer Science,1,7,0,0,65,82,80,74
22,Male,Information Technology,1,7,0,0,87,78,82,77
21,Male,Mechanical,0,8,0,1,78,80,78,86
19,Male,Electronics And Communication,0,8,0,1,85,39,47,70
20,Male,Information Technology,1,7,0,0,89,64,62,48
22,Male,Information Technology,1,8,0,1,80,42,46,60
20,Male,Computer Science,0,8,0,1,95,64,62,47
19,Male,Computer Science,1,7,0,0,95,54,52,67
21,Male,Electronics And Communication,0,7,0,1,90,56,54,59
19,Male,Electronics And Communication,0,8,0,1,70,80,74,56
21,Male,Electrical,1,8,0,1,50,78,79,89
19,Male,Computer Science,0,8,0,1,60,54,54,80
19,Male,Computer Science,1,8,0,1,90,68,65,57
22,Male,Computer Science,0,7,0,0,70,75,76,64
21,Female,Electronics And Communication,0,8,0,1,94,24,30,74
19,Male,Computer Science,2,8,0,1,55,20,40,74
19,Male,Electronics And Communication,0,7,0,1,88,26,27,40
19,Male,Electrical,0,6,0,0,45,26,31,60
20,Male,Mechanical,0,8,0,1,49,20,18,76
21,Male,Electrical,1,7,1,1,51,31,21,25
20,Male,Computer Science,0,8,1,1,65,21,28,27
22,Male,Computer Science,0,6,0,0,85,29,31,24
19,Male,Computer Science,0,7,0,0,40,26,36,28
20,Male,Electrical,0,8,1,1,90,21,21,26
22,Female,Electrical,0,6,0,0,55,21,21,23
22,Male,Information Technology,1,6,0,0,60,25,17,25
21,Male,Electronics And Communication,0,6,1,0,78,26,14,26
20,Male,Computer Science,0,7,1,0,84,23,14,31
20,Male,Information Technology,1,7,0,0,74,24,18,32
21,Male,Information Technology,0,8,0,1,58,28,19,36
21,Male,Computer Science,1,8,0,1,52,29,16,39
19,Male,Civil,1,7,1,0,67,32,17,34
19,Male,Computer Science,0,8,0,1,47,31,14,37
19,Male,Electrical,1,6,0,0,63,34,17,32
22,Male,Electronics And Communication,0,7,0,0,53,36,16,50
22,Male,Electronics And Communication,0,6,0,0,52,12,19,51
22,Male,Electronics And Communication,1,8,1,1,80,21,18,41
22,Male,Computer Science,1,7,0,0,74,25,17,12
19,Male,Mechanical,2,8,0,1,58,27,35,19
20,Male,Computer Science,0,6,1,0,64,36,36,31
22,Female,Mechanical,1,6,0,0,74,35,32,28
21,Male,Information Technology,0,6,1,0,20,32,24,24
22,Male,Electronics And Communication,3,6,0,1,25,31,35,26
20,Male,Computer Science,0,7,0,0,25,27,28,28
20,Male,Information Technology,0,6,0,0,24,26,27,27
20,Male,Information Technology,1,8,0,1,21,26,26,29
21,Male,Civil,0,7,0,0,21,25,21,27
20,Male,Computer Science,2,7,0,1,26,21,25,25
20,Male,Electrical,1,6,0,0,31,14,12,21
19,Male,Electrical,2,6,1,0,34,14,21,21
19,Male,Civil,2,6,0,1,25,12,21,24
22,Male,Computer Science,1,8,0,1,17,17,23,21
22,Female,Electrical,0,7,1,0,18,16,10,23
19,Male,Computer Science,0,6,0,0,19,15,14,25
22,Male,Mechanical,2,7,0,0,20,14,11,20
20,Male,Computer Science,1,6,0,0,21,13,12,21
21,Male,Electrical,1,7,0,1,25,12,13,24
20,Male,Mechanical,0,8,0,1,26,11,14,26
22,Male,Computer Science,1,7,0,0,23,9,15,25
19,Male,Information Technology,1,8,0,1,24,8,16,24
